지점,지점명,TIME,기온(°C),풍속(m/s)
138,포항,20-3-30 12:00,13.7,2.5
138,포항,20-3-30 13:00,14,3.9
138,포항,20-3-30 14:00,14.5,4
138,포항,20-3-30 15:00,14.9,4.3
138,포항,20-3-30 16:00,14.7,4.4
138,포항,20-3-30 17:00,14.2,3.9
138,포항,20-3-30 18:00,13,3.8
138,포항,20-3-30 19:00,12.1,3.4
138,포항,20-3-30 20:00,11.5,2.2
138,포항,20-3-30 21:00,11.2,2.2
138,포항,20-3-30 22:00,10.9,1.3
138,포항,20-3-30 23:00,9.9,1
138,포항,20-3-31 0:00,9.2,0.8
138,포항,20-3-31 1:00,8.8,1.3
138,포항,20-3-31 2:00,8.2,0.9
138,포항,20-3-31 3:00,7.6,1.5
138,포항,20-3-31 4:00,7.3,1.6
138,포항,20-3-31 5:00,6.8,1.6
138,포항,20-3-31 6:00,6.6,1.6
138,포항,20-3-31 7:00,6.7,1.3
138,포항,20-3-31 8:00,8.3,1.3
138,포항,20-3-31 9:00,11.3,1.1
138,포항,20-3-31 10:00,13.3,1.5
138,포항,20-3-31 11:00,13.5,3.4
138,포항,20-3-31 12:00,13.9,4.3
138,포항,20-3-31 13:00,14.4,4.4
138,포항,20-3-31 14:00,15.2,4.2
138,포항,20-3-31 15:00,15.6,4.3
138,포항,20-3-31 16:00,16.1,2.9
138,포항,20-3-31 17:00,15.8,3.3
138,포항,20-3-31 18:00,14.3,3.8
138,포항,20-3-31 19:00,13.2,2.6
138,포항,20-3-31 20:00,12.6,2.1
138,포항,20-3-31 21:00,12.2,0.7
138,포항,20-3-31 22:00,11.3,0.7
138,포항,20-3-31 23:00,10.5,0.7
138,포항,20-4-1 0:00,9.7,0.1
138,포항,20-4-1 1:00,10.4,1.8
138,포항,20-4-1 2:00,10.3,0.7
138,포항,20-4-1 3:00,10.5,1.6
138,포항,20-4-1 4:00,10.3,2.2
138,포항,20-4-1 5:00,10.4,1.3
138,포항,20-4-1 6:00,10.3,0.3
138,포항,20-4-1 7:00,11.1,2.1
138,포항,20-4-1 8:00,13.2,3.2
138,포항,20-4-1 9:00,12.7,2.2
138,포항,20-4-1 10:00,13.4,1.7
138,포항,20-4-1 11:00,14.7,3.9
138,포항,20-4-1 12:00,14.8,3.8
138,포항,20-4-1 13:00,15,4.2
138,포항,20-4-1 14:00,14.7,4.1
138,포항,20-4-1 15:00,15.8,3.5
138,포항,20-4-1 16:00,15.1,4.1
138,포항,20-4-1 17:00,13.3,4.6
138,포항,20-4-1 18:00,13,4.5
138,포항,20-4-1 19:00,12.5,4.1
138,포항,20-4-1 20:00,11.5,5.1
138,포항,20-4-1 21:00,10.5,5.3
138,포항,20-4-1 22:00,8.4,4.7
138,포항,20-4-1 23:00,7.6,3.7
138,포항,20-4-2 0:00,7.3,2.6
138,포항,20-4-2 1:00,7.5,1.7
138,포항,20-4-2 2:00,6.9,0.9
138,포항,20-4-2 3:00,6.4,1.5
138,포항,20-4-2 4:00,5.9,2.3
138,포항,20-4-2 5:00,6.1,2.6
138,포항,20-4-2 6:00,5.8,2.3
138,포항,20-4-2 7:00,5.6,2.8
138,포항,20-4-2 8:00,7.5,3.5
138,포항,20-4-2 9:00,10,2.5
138,포항,20-4-2 10:00,12.8,2.6
138,포항,20-4-2 11:00,14.5,2.7
138,포항,20-4-2 12:00,15.4,2.8
